date,total
2018 07 17 21 10,32
2018 07 17 21 20,14
2018 07 17 21 30,10
2018 07 17 21 40,6
2018 07 17 21 50,9
2018 07 17 22 00,5
2018 07 17 22 10,10
2018 07 17 22 20,10
2018 07 17 22 30,12
2018 07 17 22 40,5
2018 07 17 22 50,4
2018 07 17 23 00,4
2018 07 17 23 10,9
2018 07 17 23 20,16
2018 07 17 23 30,11
2018 07 17 23 40,6
2018 07 17 23 50,3
2018 07 18 00 00,6
2018 07 18 00 10,7
2018 07 18 00 20,1
2018 07 18 00 30,4
2018 07 18 00 40,0
2018 07 18 00 50,1
2018 07 18 01 00,2
2018 07 18 01 10,4
2018 07 18 01 20,2
2018 07 18 01 30,0
2018 07 18 01 40,0
2018 07 18 01 50,0
2018 07 18 02 00,0
2018 07 18 02 10,0
2018 07 18 02 20,0
2018 07 18 02 30,0
2018 07 18 02 40,0
2018 07 18 02 50,1
2018 07 18 03 00,1
2018 07 18 03 10,0
2018 07 18 03 20,0
2018 07 18 03 30,0
2018 07 18 03 40,0
2018 07 18 03 50,2
2018 07 18 04 00,3
2018 07 18 04 10,1
2018 07 18 04 20,0
2018 07 18 04 30,0
2018 07 18 04 40,1
2018 07 18 04 50,0
2018 07 18 05 00,0
2018 07 18 05 10,0
2018 07 18 05 20,0
2018 07 18 05 30,0
2018 07 18 05 40,0
2018 07 18 05 50,0
2018 07 18 06 00,0
2018 07 18 06 10,0
2018 07 18 06 20,0
2018 07 18 06 30,0
2018 07 18 06 40,1
2018 07 18 06 50,1
2018 07 18 07 00,7
2018 07 18 07 10,4
2018 07 18 07 20,10
2018 07 18 07 30,13
2018 07 18 07 40,9
2018 07 18 07 50,26
2018 07 18 08 00,32
2018 07 18 08 10,35
2018 07 18 08 20,38
2018 07 18 08 30,57
2018 07 18 08 40,68
2018 07 18 08 50,61
2018 07 18 09 00,72
2018 07 18 09 10,60
2018 07 18 09 20,66
2018 07 18 09 30,69
2018 07 18 09 40,80
2018 07 18 09 50,51
2018 07 18 10 00,44
2018 07 18 10 10,34
2018 07 18 10 20,39
2018 07 18 10 30,33
2018 07 18 10 40,30
2018 07 18 10 50,22
2018 07 18 11 00,27
2018 07 18 11 10,20
2018 07 18 11 20,27
2018 07 18 11 30,35
2018 07 18 11 40,60
2018 07 18 11 50,80
2018 07 18 12 00,136
2018 07 18 12 10,193
2018 07 18 12 20,87
2018 07 18 12 30,261
2018 07 18 12 40,255
2018 07 18 12 50,281
2018 07 18 13 00,350
2018 07 18 13 10,405
2018 07 18 13 20,401
2018 07 18 13 30,366
2018 07 18 13 40,322
2018 07 18 13 50,258
2018 07 18 14 00,184
2018 07 18 14 10,104
2018 07 18 14 20,61
2018 07 18 14 30,53
2018 07 18 14 40,37
2018 07 18 14 50,35
2018 07 18 15 00,37
2018 07 18 15 10,41
2018 07 18 15 20,40
2018 07 18 15 30,50
2018 07 18 15 40,54
2018 07 18 15 50,52
2018 07 18 16 00,51
2018 07 18 16 10,61
2018 07 18 16 20,49
2018 07 18 16 30,51
2018 07 18 16 40,34
2018 07 18 16 50,47
2018 07 18 17 00,61
2018 07 18 17 10,38
2018 07 18 17 20,61
2018 07 18 17 30,69
2018 07 18 17 40,101
2018 07 18 17 50,164
2018 07 18 18 00,235
2018 07 18 18 10,229
2018 07 18 18 20,201
2018 07 18 18 30,215
2018 07 18 18 40,214
2018 07 18 18 50,219
2018 07 18 19 00,180
2018 07 18 19 10,162
2018 07 18 19 20,156
2018 07 18 19 30,122
2018 07 18 19 40,114
2018 07 18 19 50,122
2018 07 18 20 00,112
2018 07 18 20 10,88
2018 07 18 20 20,70
2018 07 18 20 30,33
2018 07 18 20 40,48
2018 07 18 20 50,41
2018 07 18 21 00,34
2018 07 18 21 10,37
2018 07 18 21 20,29
2018 07 18 21 30,13
2018 07 18 21 40,15
2018 07 18 21 50,9
2018 07 18 22 00,7
2018 07 18 22 10,7
2018 07 18 22 20,11
2018 07 18 22 30,13
2018 07 18 22 40,4
2018 07 18 22 50,5
2018 07 18 23 00,8
2018 07 18 23 10,12
2018 07 18 23 20,8
2018 07 18 23 30,3
2018 07 18 23 40,1
2018 07 18 23 50,7
