date,total
2018 07 17 21 10,134
2018 07 17 21 20,117
2018 07 17 21 30,101
2018 07 17 21 40,63
2018 07 17 21 50,84
2018 07 17 22 00,66
2018 07 17 22 10,69
2018 07 17 22 20,81
2018 07 17 22 30,70
2018 07 17 22 40,50
2018 07 17 22 50,41
2018 07 17 23 00,49
2018 07 17 23 10,51
2018 07 17 23 20,48
2018 07 17 23 30,46
2018 07 17 23 40,39
2018 07 17 23 50,29
2018 07 18 00 00,30
2018 07 18 00 10,31
2018 07 18 00 20,10
2018 07 18 00 30,13
2018 07 18 00 40,4
2018 07 18 00 50,8
2018 07 18 01 00,7
2018 07 18 01 10,8
2018 07 18 01 20,4
2018 07 18 01 30,7
2018 07 18 01 40,2
2018 07 18 01 50,1
2018 07 18 02 00,1
2018 07 18 02 10,1
2018 07 18 02 20,4
2018 07 18 02 30,2
2018 07 18 02 40,1
2018 07 18 02 50,1
2018 07 18 03 00,1
2018 07 18 03 10,0
2018 07 18 03 20,0
2018 07 18 03 30,0
2018 07 18 03 40,3
2018 07 18 03 50,4
2018 07 18 04 00,5
2018 07 18 04 10,2
2018 07 18 04 20,2
2018 07 18 04 30,3
2018 07 18 04 40,4
2018 07 18 04 50,1
2018 07 18 05 00,0
2018 07 18 05 10,0
2018 07 18 05 20,0
2018 07 18 05 30,1
2018 07 18 05 40,0
2018 07 18 05 50,1
2018 07 18 06 00,2
2018 07 18 06 10,1
2018 07 18 06 20,3
2018 07 18 06 30,3
2018 07 18 06 40,6
2018 07 18 06 50,5
2018 07 18 07 00,13
2018 07 18 07 10,19
2018 07 18 07 20,36
2018 07 18 07 30,38
2018 07 18 07 40,26
2018 07 18 07 50,71
2018 07 18 08 00,90
2018 07 18 08 10,102
2018 07 18 08 20,131
2018 07 18 08 30,174
2018 07 18 08 40,215
2018 07 18 08 50,267
2018 07 18 09 00,258
2018 07 18 09 10,207
2018 07 18 09 20,215
2018 07 18 09 30,206
2018 07 18 09 40,224
2018 07 18 09 50,208
2018 07 18 10 00,189
2018 07 18 10 10,137
2018 07 18 10 20,127
2018 07 18 10 30,116
2018 07 18 10 40,90
2018 07 18 10 50,99
2018 07 18 11 00,101
2018 07 18 11 10,92
2018 07 18 11 20,109
2018 07 18 11 30,124
2018 07 18 11 40,176
2018 07 18 11 50,246
2018 07 18 12 00,291
2018 07 18 12 10,398
2018 07 18 12 20,185
2018 07 18 12 30,615
2018 07 18 12 40,660
2018 07 18 12 50,746
2018 07 18 13 00,860
2018 07 18 13 10,968
2018 07 18 13 20,950
2018 07 18 13 30,869
2018 07 18 13 40,735
2018 07 18 13 50,614
2018 07 18 14 00,459
2018 07 18 14 10,323
2018 07 18 14 20,195
2018 07 18 14 30,189
2018 07 18 14 40,154
2018 07 18 14 50,160
2018 07 18 15 00,137
2018 07 18 15 10,126
2018 07 18 15 20,130
2018 07 18 15 30,133
2018 07 18 15 40,138
2018 07 18 15 50,137
2018 07 18 16 00,135
2018 07 18 16 10,143
2018 07 18 16 20,163
2018 07 18 16 30,161
2018 07 18 16 40,150
2018 07 18 16 50,162
2018 07 18 17 00,180
2018 07 18 17 10,150
2018 07 18 17 20,177
2018 07 18 17 30,159
2018 07 18 17 40,223
2018 07 18 17 50,301
2018 07 18 18 00,402
2018 07 18 18 10,440
2018 07 18 18 20,443
2018 07 18 18 30,443
2018 07 18 18 40,464
2018 07 18 18 50,476
2018 07 18 19 00,430
2018 07 18 19 10,388
2018 07 18 19 20,355
2018 07 18 19 30,298
2018 07 18 19 40,298
2018 07 18 19 50,288
2018 07 18 20 00,249
2018 07 18 20 10,213
2018 07 18 20 20,217
2018 07 18 20 30,149
2018 07 18 20 40,161
2018 07 18 20 50,159
2018 07 18 21 00,130
2018 07 18 21 10,143
2018 07 18 21 20,128
2018 07 18 21 30,107
2018 07 18 21 40,84
2018 07 18 21 50,86
2018 07 18 22 00,76
2018 07 18 22 10,72
2018 07 18 22 20,87
2018 07 18 22 30,81
2018 07 18 22 40,59
2018 07 18 22 50,63
2018 07 18 23 00,62
2018 07 18 23 10,78
2018 07 18 23 20,78
2018 07 18 23 30,68
2018 07 18 23 40,38
2018 07 18 23 50,56
